Калькулятор;URL;Функция расчёта;ezfc_id;element_name;Тип;Название параметра;Варианты значений
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;894;numh;tel;Высота печати, мм;value=7
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;895;dpdcolor;select;Цветность печати;Полноцвет (value=0, code=4+0) | Полноцвет + белый (value=1, code=4+1) | Белый (value=2, code=1+0)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;896;dpdsurfacematerial;select;Материал поверхности;не указан (value=0, code=no) | Пластик (value=1, code=isPlastic) | Металл (value=2, code=isMetall) | Стекло (value=3, code=isGlass) | Камень (value=4, code=isStone) | Кожа (value=5, code=isLeather) | Керамика (value=6, code=isCeramic)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;901;ckbnumber;checkbox;ckbnumber;Нумерация (value=0, code=true)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;902;ckbbarcode;checkbox;ckbbarcode;Штрихкод (value=0, code=true)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;903;ckbvariables;checkbox;ckbvariables;Переменные данные/ФИО (value=0, code=true)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;931;numitemh;tel;Высота изделия, мм;value=15
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;932;numw;tel;Ширина печати, мм;value=60
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;933;dpdpreset;select;Прессет;Ручной ввод (value=0, code=0) | Ручка (value=1, code=60,7,150,20,2) | Брелок (value=2, code=30,30,75,50,2) | Зажигалка (value=3, code=55,13,85,25,2)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;934;dpdresolution;select;Разрешение печати;Разрешение 720dpi (value=0, code=1) | Разрешение 1440dpi (value=1, code=2)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;3009;ckbmaterialcustomer;checkbox;ckbmaterialcustomer;Изделие заказчика +25% (value=0, code=true)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;756;numn;tel;Тираж;value=1
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;757;dpdformat;select;Формат и размер изделия;А0 (118.9x84.1 cм) (value=0, code=1189,841) | А1 (84.1x59.4 cм) (value=1, code=841,594) | А2 (59.4,42.0 cм) (value=2, code=594,420) | задать свой размер (value=3, code=0)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;759;numw;tel;Ширина, см;value=100
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;760;numh;tel;Высота, см;value=100
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;761;dpdprinter;select;Способ печати;Интерьерная экосольвентная (value=0, code=Technojet160ECO) | Интерьерная латексная (value=1, code=HPLatex335) | Широкоформатная сольвентная (value=2, code=TechnojetXR720) | Широкоформатная УФ-печать (value=3, code=PrintWideUV)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;762;dpdmaterial;select;Материал;Плёнка ORAJET 3640, белая/прозрачная/глянцевая/матовая (value=0, code=ORAJET3640) | Скроллерная бумага (1,27, 200 мкр, белая, матовая, полипропилен) (value=1, code=ScrollPaper200) | Плёнка светонакапливающая ФЭС-24, ГОСТ 2009, жёлто-зелёная, для сольвентной печати (value=2, code=FES24) | Баннер Fronlit литой, 400гр (value=3, code=BannerFronlitCoat400) | Баннер Fronlit литой, 510гр (value=4, code=BannerFronlitCoat510) | Баннер Fronlit ламинированный, 440гр (value=5, code=BannerFronlitLamin440) | Баннер Fronlit литой, 510гр НЕГОРЮЧИЙ, класс Г1 (value=6, code=BannerFronlitLamin510B1FR) | Сетка 330 г (с подложкой), 3,2м (value=7, code=BannerGrid) | Баннер BLACKOUT светоблокирующий,540 гр/м2 (value=8, code=BannerBlackout) | Постерная бумага SKYLIGHT 150г 1,27м (value=9, code=Skylight150) | Фотобумага 220г 1,27м глянец (value=10, code=Photo) | Холст DLC NM-320 натуральный матовый 1,27м (value=11, code=CanvasDLCNM320) | Фотообои бум. DigiFort (песок) 1,3м (value=12, code=WallpaperDigiFort) | Обои под покраску флизелиновые (песок) 1.06м (value=13, code=WallpaperSand) | Обои под покраску флизелиновые (текстура в асс.) 1.06м (value=14, code=Wallpaper) | Плёнка световозвращающая DMP 2000, белая, 1.24 м (value=15, code=DMP2000) | Плёнка бэклит (value=16, code=Backlit) | Перфорированная пленка, постоянный черный клей, белая, 120 мкм (value=17, code=Perforated)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;764;dpdrolllaminat;select;Ламинация;нет (value=0, code=0) | глянцевая (value=1, code=1) | матовая (value=2, code=2)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;772;numstepeyelets;tel;Шаг люверсовки, см;value=30
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;799;dpdprocessedge;select;dpdprocessedge;поля 5 см (value=0, code=isField50) | поля 10 см (value=1, code=idField100) | резка в край (value=2, code=isCutting) | проклейка (value=3, code=isGluing) | карман (value=4, code=isPocket) | люверсовка (value=5, code=isEyelet)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;800;rdoprocessedge;radio;Обработка краев;Одинаковая по всем краям (value=0, code=1) | Разная для каждого края (value=1, code=2)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;801;dpdprocessedgeright;select;Правый край;поля 5 см (value=0, code=isField50) | поля 10 см (value=1, code=isField100) | резка в край (value=2, code=isCutting) | проклейка (value=3, code=isGluing) | карман (value=4, code=isPocket) | люверсовка (value=5, code=isEyelet)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;802;numstepeyeletsright;tel;Шаг люверсовки, см;value=30
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;803;dpdprocessedgeleft;select;Левый край;поля 5 см (value=0, code=isField50) | поля 10 см (value=1, code=isField100) | резка в край (value=2, code=isCutting) | проклейка (value=3, code=isGluing) | карман (value=4, code=isPocket) | люверсовка (value=5, code=isEyelet)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;804;dpdprocessedgebottom;select;Нижний край;поля 5 см (value=0, code=isField50) | поля 10 см (value=1, code=isField100) | резка в край (value=2, code=isCutting) | проклейка (value=3, code=isGluing) | карман (value=4, code=isPocket) | люверсовка (value=5, code=isEyelet)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;805;numstepeyeletsbottom;tel;Шаг люверсовки, см;value=30
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;806;numstepeyeletsleft;tel;Шаг люверсовки, см;value=30
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;807;dpdprocessedgetop;select;Верх;поля 5 см (value=0, code=isField50) | поля 10 см (value=1, code=isField100) | резка в край (value=2, code=isCutting) | проклейка (value=3, code=isGluing) | карман (value=4, code=isPocket) | люверсовка (value=5, code=isEyelet)
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;808;numstepeyeletstop;tel;Шаг люверсовки, см;value=30
Широкоформатная печать на заказ;https://insain.ru/catalog/shirokoformatnaya-pechat-na-zakaz/;calcPrintRoll;810;ckbjoing;checkbox;ckbjoing;Печать со стыковкой (value=0, code=true)
